# t,x,y
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.530212880191133502e-08,-9.096129757684000025e-09,1.000000000000000048e-04
7.854575573009917408e-09,1.338977926975906949e-08,2.000000000000000096e-04
2.948018050925962148e-08,2.844300289442759648e-08,3.000000000000000279e-04
4.753028822934949838e-08,6.112888507521114976e-08,4.000000000000000192e-04
4.479978655354548943e-08,4.336877107841514635e-08,5.000000000000000104e-04
5.495007341371281419e-08,4.644474594488712804e-08,6.000000000000000559e-04
7.062976719575925980e-08,7.080231197461296128e-08,7.000000000000001013e-04
7.660247238368151158e-08,7.675604295393768628e-08,8.000000000000001468e-04
7.300756725945063068e-08,6.093227016657462014e-08,9.000000000000001922e-04
9.086941104712549851e-08,7.116102802444772012e-08,1.000000000000000238e-03
1.021491428266731829e-07,7.816987139934888962e-08,1.100000000000000283e-03
9.829219632362214649e-08,9.836089779499784723e-08,1.200000000000000329e-03
9.066245874310932539e-08,1.173724109452216736e-07,1.300000000000000374e-03
9.858246299206953585e-08,1.325298668086467639e-07,1.400000000000000419e-03
8.936913770462919086e-08,1.290100814093669118e-07,1.500000000000000465e-03
9.046557694566527006e-08,1.324865184341960625e-07,1.600000000000000510e-03
9.356891128367209211e-08,1.574113635683232137e-07,1.700000000000000556e-03
1.297018143754117447e-07,1.313224968927030469e-07,1.800000000000000601e-03
1.214997305874041101e-07,1.226912057654468388e-07,1.900000000000000647e-03
1.047198826878854053e-07,1.112015316406422637e-07,2.000000000000000475e-03
6.940400879816762301e-08,8.899270051508854898e-08,2.100000000000000304e-03
9.197119534125519087e-08,1.287415558098088695e-07,2.200000000000000133e-03
5.679684408641657656e-08,1.303231488858976008e-07,2.299999999999999961e-03
8.206985729012073928e-08,1.693984291199826011e-07,2.399999999999999790e-03
8.083833152363015171e-08,1.941583254516688825e-07,2.499999999999999618e-03
7.254041093315599300e-08,1.791796674687865235e-07,2.599999999999999447e-03
8.590414198812633028e-08,1.747851806918168373e-07,2.699999999999999276e-03
7.826670069283298709e-08,1.858423984207107484e-07,2.799999999999999104e-03
9.782216475291305497e-08,2.150445302419976770e-07,2.899999999999998933e-03
1.221254795426101602e-07,1.748277012908100048e-07,2.999999999999998761e-03
1.111747809285260109e-07,1.712171840221968652e-07,3.099999999999998590e-03
9.922453827915813909e-08,1.476307725767161203e-07,3.199999999999998419e-03
1.182009361761310585e-07,1.465711564106922950e-07,3.299999999999998247e-03
1.374327343062660952e-07,1.296190719774238859e-07,3.399999999999998076e-03
1.510601150634489594e-07,1.431579541523084973e-07,3.499999999999997904e-03
1.418736203854851857e-07,1.466776790132766973e-07,3.599999999999997733e-03
1.279906336151106841e-07,1.691891726572948497e-07,3.699999999999997562e-03
1.562200984832217516e-07,1.774925808355639342e-07,3.799999999999997390e-03
1.487863871124101864e-07,1.798541723357348814e-07,3.899999999999997219e-03
1.520072053062338251e-07,1.477942683529848863e-07,3.999999999999997481e-03
1.372059363175314999e-07,1.442661618850497757e-07,4.099999999999997743e-03
1.408649120525870706e-07,1.438863154584430301e-07,4.199999999999998006e-03
1.175703224814027747e-07,1.554780943285456650e-07,4.299999999999998268e-03
9.595467115082898537e-08,1.293643479085014211e-07,4.399999999999998530e-03
9.338656439680116799e-08,1.469623859086488333e-07,4.499999999999998793e-03
8.689508920071576289e-08,1.292786132748903302e-07,4.599999999999999055e-03
6.267248854917433117e-08,1.146611577407419828e-07,4.699999999999999317e-03
6.766246652061427935e-08,1.097089152222440573e-07,4.799999999999999580e-03
6.176944460132726907e-08,1.208948954325370184e-07,4.899999999999999842e-03
4.692362685439543413e-08,1.312624930696223125e-07,5.000000000000000104e-03
3.674945189251429058e-08,1.420542641985543571e-07,5.100000000000000366e-03
5.288109931471096621e-09,1.134242749673273472e-07,5.200000000000000629e-03
2.774378091584293547e-08,1.147496436094271101e-07,5.300000000000000891e-03
1.605019026545472829e-09,1.033577215033815941e-07,5.400000000000001153e-03
7.018576293082938322e-09,1.089871643162537611e-07,5.500000000000001416e-03
-2.187959769688591697e-09,8.152775868677430982e-08,5.600000000000001678e-03
-1.719164373181127187e-08,5.031019550619852057e-08,5.700000000000001940e-03
-2.279451703232317583e-09,5.167847381442829644e-08,5.800000000000002202e-03
7.350825357874578801e-10,7.107389440361408886e-08,5.900000000000002465e-03
2.305512381932547366e-08,6.132467366788819855e-08,6.000000000000002727e-03
1.320324484898978447e-08,6.610881767332528114e-08,6.100000000000002989e-03
8.592664705694355249e-08,5.846067065873711664e-08,6.200000000000003252e-03
9.501449963795684349e-08,6.160660193614148719e-08,6.300000000000003514e-03
8.882855662801517315e-08,7.866797725450932243e-08,6.400000000000003776e-03
8.311695488071299652e-08,6.848891443435834093e-08,6.500000000000004038e-03
1.136991426584783345e-07,6.951957202888596659e-08,6.600000000000004301e-03
8.262536542690091379e-08,6.579695854592589992e-08,6.700000000000004563e-03
9.787504515164592227e-08,8.201552296350407817e-08,6.800000000000004825e-03
9.988038459803540489e-08,8.204416344236037491e-08,6.900000000000005088e-03
9.658123529557732364e-08,8.383082382064849087e-08,7.000000000000005350e-03
1.136617332080309476e-07,8.576678073800669017e-08,7.100000000000005612e-03
9.461157513690937033e-08,5.182630594749129131e-08,7.200000000000005874e-03
9.770962135501099763e-08,4.145932666700327315e-08,7.300000000000006137e-03
1.075528384114524530e-07,3.876481646274001933e-08,7.400000000000006399e-03
1.117043873192843775e-07,2.278734994678345099e-09,7.500000000000006661e-03
1.202757705284309247e-07,1.056573296247306822e-08,7.600000000000006924e-03
1.359019885033651357e-07,-1.177233444375562947e-08,7.700000000000007186e-03
1.885195436883211611e-07,-1.631704948284297115e-10,7.800000000000007448e-03
2.032303426873077563e-07,-2.336431349892215287e-08,7.900000000000007710e-03
2.031354879093558235e-07,-2.371060880440376473e-08,8.000000000000007105e-03
2.225311564264255613e-07,-2.033007856982123118e-08,8.100000000000006500e-03
2.475854973184444513e-07,-8.576117998080755419e-09,8.200000000000005895e-03
2.517916114202408127e-07,-3.319687032674973003e-08,8.300000000000005290e-03
2.633515938187072066e-07,-1.216647934308975400e-08,8.400000000000004685e-03
2.906275459367170512e-07,-2.348291000479287340e-09,8.500000000000004080e-03
3.074061000148757105e-07,-1.951384972178983519e-08,8.600000000000003475e-03
3.216091595943489364e-07,-5.169177479704728113e-08,8.700000000000002870e-03
3.398842072235495818e-07,-3.874864970800032637e-08,8.800000000000002265e-03
3.479805114062634950e-07,-3.958027038563268130e-08,8.900000000000001660e-03
3.790255381146632607e-07,5.950985244941013912e-09,9.000000000000001055e-03
3.668582909588687008e-07,-5.052645842012505199e-09,9.100000000000000450e-03
3.568682345242453586e-07,2.708343697692473014e-08,9.199999999999999845e-03
3.480151195904783586e-07,2.309902742021957250e-08,9.299999999999999239e-03
3.425260814665395621e-07,3.125488486853560029e-08,9.399999999999998634e-03
3.517451478403733969e-07,4.168263054709641468e-08,9.499999999999998029e-03
3.398319592387897635e-07,4.585491067604508006e-08,9.599999999999997424e-03
3.432896807855755745e-07,5.773269151976183864e-08,9.699999999999996819e-03
3.524177126472553963e-07,7.774966603670794372e-08,9.799999999999996214e-03
3.547992264056056166e-07,7.895405544163250439e-08,9.899999999999995609e-03
3.607908098721743805e-07,8.479995647630608569e-08,9.999999999999995004e-03
3.388222576354366995e-07,7.407571605537698569e-08,1.009999999999999440e-02
3.401872811707237929e-07,1.045727374492392148e-07,1.019999999999999379e-02
3.243277742938135659e-07,8.999396792860779638e-08,1.029999999999999319e-02
2.800995791123749429e-07,1.244208111246716318e-07,1.039999999999999258e-02
2.647336668793254161e-07,1.439459367925139000e-07,1.049999999999999198e-02
